,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,Label
16440,124.931644,25710,205.7925372,77898,623.5249734,181222.4956,425.7023557,313.9636364,123.5,68,1.342231025,0.577783123,1.35589701,446.6041413,21.1330107,30.94212895,30.866281,0.0,0.010767224,1.464160946,0.682985025,0.167132246,0.408818109,0.124829924,0.026604,0.240268035,3.275000871,1
23580,1.155164,1229,1063.918197,4099,3548.413905,181867.0612,426.458745,253.7142857,76.0,68,1.250162796,0.435480074,1.680862171,0.056629427,0.237969383,1.037685429,1.054841,0.0,-0.216274521,4.360583762,0.229327093,0.000107808,0.010383087,0.009603143,9.5e-05,0.915733749,1.081217555,1
2366,33.589345,1875,55.82127309,4896,145.7605083,126668.8887,355.90573,218.4193548,76.0,68,1.200480994,0.422638194,1.629460586,178.123695,13.34629893,7.973729806,0.076302,0.0,1.775195022,0.597448765,1.673783693,6.5e-05,0.008059432,0.0097887,1.7e-05,1.2124552,0.823340362,1
22358,8.721448,9759,1118.965566,10741,1231.561548,37419.36482,193.4408561,158.9147287,114.0,60,0.69656529,0.511343522,1.217261973,9.451383646,3.074310272,3.545898295,2.133171,0.0,1.378579749,1.153396366,0.867004639,6.59757e-05,0.00812254,0.016561963,4.8e-05,2.033103278,0.49043342,0
20210,94.125295,836385,8885.868565,493320,5241.099112,8103.47143,90.01928365,132.9705,107.0,68,0.865497889,0.721739802,0.676986878,751.4834213,27.41319794,46.95437079,47.057853,76.294356,-0.011324715,-1.070286848,0.583826329,2.51e-05,0.005005723,0.000551042,3e-05,0.104089195,9.084109596,1
1340,33.233557,3336,100.3804679,6395,192.4259868,76499.40904,276.5852654,183.6037736,148.0,68,0.386178637,0.41796794,1.506424732,98.76495067,9.938055679,4.469269604,0.065081,0.0,1.329492029,0.449712675,2.223642018,0.744949112,0.863104346,0.268835333,5e-06,0.311469099,3.210531648,1
12451,0.273718,1111,4058.921956,2143,7829.225699,17631.0144,132.7818301,130.16,85.0,60,1.020320325,0.528385548,1.020143132,0.003260324,0.057099243,0.1923178,0.211737,0.202159,-1.020286728,-0.172352547,0.296900459,0.000121649,0.011029481,0.0114004,4.8e-05,1.029277769,0.967464422,0
23480,0.111384,1100,9875.74517,3703,33245.34942,194455.3611,440.97093,266.8333333,72.0,68,1.325484199,0.450898959,1.652608107,0.001036625,0.032196662,0.069902944,0.071289,0.0,-0.129148999,2.171123966,0.460590927,0.000155173,0.012456844,0.0127515,8e-06,1.023011946,0.976892427,1
22860,120.477901,41327,343.0255645,29185,242.2435962,5490.489966,74.0978405,113.9127625,87.0,56,1.089617282,0.781571529,0.65047883,1221.149127,34.94494423,60.08254135,60.642626,0.0,-0.048082892,1.719348612,0.581615615,2.79e-11,5.29e-06,8.1e-06,3e-06,0.96491275,0.652570495,1
911,0.856671,10964,12798.37884,21411,24993.25879,81278.25396,285.0934127,199.845679,123.0,66,0.808636842,0.469480083,1.42656781,0.05521597,0.234980786,0.358309148,0.330798,0.0,0.351234865,1.524844456,0.655804595,0.000107644,0.010375182,0.012204848,0.000182,1.158808482,0.850086885,0
22145,3.642583,5403,1483.288095,7461,2048.27179,60810.54127,246.5979344,173.8378378,114.0,60,0.727960329,0.461633379,1.418551551,0.857610434,0.926072586,1.19513523,1.444638,0.510126,-0.808260953,0.739692806,0.774868452,0.003039306,0.055129897,0.029002286,1.7e-05,0.525763462,1.900881121,0
2467,0.015673,171,10910.483,105,6699.419384,338.0,18.38477631,92.0,105.0,105,-2.121320344,-0.707106781,0.199834525,5.44761e-05,0.007380792,0.010438,0.015641,0.0,-2.114813654,1.414211347,0.707107889,0.0,0.0,0.015641,0.015641,-10.0,0.0,0
17377,177.001348,618,3.491498833,381,2.15252598,351.9669421,18.76078202,90.81818182,105.0,105,-2.267786838,-0.755928946,0.206575177,3451.966184,58.75343551,64.37437373,59.015989,0.0,0.273603646,1.09566995,0.912683605,3.47e-07,0.000589084,0.015991333,0.015552,0.745791074,0.036837682,0
