,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,Label
7926,118.026026,513,4.346498966,381,3.228101571,365.04,19.10601999,89.4,105.0,105,-2.449489743,-0.816496581,0.21371387,2401.376286,49.0038395,53.1223163,59.013033,0.0,-0.360627867,1.084043961,0.922471814,5.87e-10,2.42258e-05,0.025286667,0.025259,1.142033633,0.000958046,0
9532,0.066201,171,2583.042552,171,2583.042552,380.25,19.5,85.5,85.5,66,0.0,1.0,0.228070175,0.000563545,0.023739098,0.02913525,0.02517,0.0,0.501103706,1.227310741,0.814789578,0.0,0.0,0.025164,0.025164,-10.0,0.0,0
1034,105.746803,44621,421.9607471,82333,778.5861857,37125.29674,192.6792587,270.6908316,287.0,68,-0.253932393,1.051959785,0.711805633,938.2504389,30.63087395,53.10206543,52.768046,0.0,0.032713996,1.733612483,0.57683018,0.024336205,0.156000656,0.078760813,0.02655,0.334683288,1.980688759,1
14592,0.241875,4088,16901.29199,5709,23603.10078,13192.21718,114.8573776,141.9855072,105.0,66,0.966037394,0.66156401,0.808937333,0.003676273,0.06063228,0.125209188,0.110414,0.0,0.732045124,2.065058211,0.484247851,8.10054e-05,0.009000298,0.0138884,8e-06,1.542215662,0.648044242,0
12523,0.024907,171,6865.539808,105,4215.682338,338.0,18.38477631,92.0,105.0,105,-2.121320344,-0.707106781,0.199834525,0.000137752,0.011736797,0.016598333,0.024888,0.0,-2.11889162,1.414213254,0.707106936,0.0,0.0,0.024888,0.024888,-10.0,0.0,0
12527,86.926212,173193,1992.41398,287480,3307.172755,5710.340548,75.56679527,118.6384239,105.0,66,0.541445109,0.696581398,0.636950431,771.4978549,27.77585021,38.07073981,30.411442,0.0,0.827261569,1.370641745,0.72958525,4.78743e-05,0.006919129,0.011434995,0.015373,-0.569147447,0.605083701,0
15435,91.46306,38231,417.9938874,50581,553.0210776,5881.127458,76.6885093,135.7981651,114.0,60,0.852728734,0.988390123,0.564724194,184.8727266,13.59679104,22.90861808,19.401165,25.763597,0.773885486,-0.209974464,0.59352297,0.192630485,0.438896896,0.117855265,2.9e-05,0.26846001,3.724032993,0
6636,63.22033,603,9.53807106,458,7.244505051,443.5763889,21.06125326,88.41666667,97.5,105,-1.293845132,-0.787385875,0.238204561,719.0011437,26.81419668,46.35900067,61.110369,0.0,-1.650398314,1.728897614,0.578403251,2.791882736,1.670892796,0.8470298,1.2e-05,0.506925281,1.972649364,0
8952,8.507203,3564,418.9391037,5930,697.0563651,90157.10638,300.2617298,202.0,114.0,54,0.879232928,0.492903308,1.486444207,6.524689178,2.554347114,1.944373617,2.177367,0.034321,-0.273643369,0.747765488,1.313712083,3.72057e-05,0.006099648,0.0127554,5.1e-05,2.082808614,0.478201255,0
19357,4.117665,1511,366.955544,4482,1088.480972,189072.0454,434.8241545,285.3809524,120.0,68,1.141019541,0.49992842,1.523662147,1.394421865,1.180856412,0.458873762,0.077936,0.0,0.967783445,0.388594039,2.573379673,0.000308301,0.017558496,0.019729667,7.3e-05,1.119496065,0.889953989,1
7080,120.814048,46252,382.8362741,85038,703.875099,6477.987294,80.4859447,116.8060498,107.0,68,0.365506668,0.606392209,0.689056302,1301.552582,36.07703677,58.06783203,58.543249,0.0,-0.039533482,1.609551039,0.621291264,4.79e-05,0.006924284,0.011866429,0.01522,-0.484320311,0.583518795,1
12119,4.383052,432,98.561459,353,80.53748849,473.0617284,21.74998226,87.22222222,90.0,66,-0.383142075,0.975735151,0.249362854,4.223944879,2.055223803,2.916893222,4.367489,0.0,-2.117427468,1.419258194,0.704593431,3.53430063,1.879973572,1.0956895,1.7e-05,0.582812714,1.715790442,0
19461,34.14216,1875,54.91743932,4896,143.4004175,126668.8887,355.90573,218.4193548,76.0,68,1.200480994,0.422638194,1.629460586,183.7978551,13.55720676,8.136365419,0.075677,0.0,1.783705573,0.600150574,1.66624851,0.000235586,0.015348825,0.0133417,7e-06,0.868776593,1.150439984,1
14875,119.661867,805,6.727289321,772,6.451512243,109.5805785,10.46807425,71.68181818,68.0,68,1.055156305,0.351718768,0.146035278,1669.273066,40.85673832,79.1968095,90.610684,0.0,-0.838089992,1.938402642,0.51588869,50.51610053,7.107467941,10.05155322,6e-06,1.414223364,0.707101458,1
15905,4.063524,498,122.5537243,353,86.870411,466.29,21.5937491,85.1,78.0,66,0.986396568,0.884515232,0.253745583,3.427432312,1.851332577,2.8383018,4.0479725,0.0,-1.960216195,1.533112869,0.652267697,3.033303184,1.741638075,1.01581,2.1e-05,0.583237709,1.714531334,0
10824,120.832425,504,4.171065838,496,4.104858443,8.968858131,2.994805191,58.82352941,56.0,56,2.828427125,0.942809042,0.050911688,1382.941269,37.18791832,56.86934694,60.415992,0.0,-0.286112685,1.529242547,0.653918505,1.58e-07,0.000397878,0.015250125,0.014898,0.885008285,0.026090123,1
20163,120.670702,79309,657.2349268,47500,393.633245,10777.1746,103.8131716,123.5955166,87.0,87,1.057539694,0.352513231,0.83994286,1212.132287,34.81569024,60.51861714,61.897373,0.0,-0.118804698,1.738256996,0.575288926,2.19e-08,0.000148154,6.64e-05,2.6e-05,0.272785657,2.230756201,1
15262,121.839021,58688,481.6847634,63346,519.9155367,7815.990966,88.40809333,137.5806088,114.0,54,0.800173646,0.945395446,0.642591235,914.5561178,30.24162889,53.71651362,59.050539,6.326543,-0.529140682,1.567044249,0.562985698,0.001746409,0.041790057,0.029285949,0.02694,0.056136532,1.426966134,0
16184,118.01637,513,4.346854593,315,2.669121241,338.0,18.38477631,92.0,105.0,105,-2.121320344,-0.707106781,0.199834525,2320.696588,48.17360883,59.01076789,59.015974,0.0,-0.000324209,1.224960498,0.816352855,5.81e-10,2.4097e-05,0.015602,0.015568,1.410962492,0.001544483,0
10999,120.349333,25334,210.5038671,47678,396.1633921,15454.34636,124.3155113,136.471028,87.0,62,1.193842044,0.59904856,0.91092969,1235.42716,35.14864379,61.6820861,65.175004,0.0,-0.298126828,1.75489235,0.569835523,0.000111241,0.010547075,0.010183698,8.1e-05,0.957867238,1.035682265,1
13129,22.968113,2173,94.60942656,3201,139.3671304,31465.64828,177.3855921,173.3548387,85.0,54,1.494284361,0.672855316,1.023251462,45.81102576,6.76838428,2.282059355,0.07867,0.07984,0.976624227,0.325368546,2.965910709,0.000126138,0.011231129,0.014070778,2e-05,1.251056588,0.798188207,0
14711,28.172167,74446,2642.537225,180024,6390.136762,14896.49919,122.0512154,137.0328487,107.0,68,0.738202776,0.565605581,0.890671227,68.47979132,8.275251738,13.81286559,13.741336,0.0,0.025931387,1.669177691,0.599097391,3.75e-05,0.006122992,0.014518964,0.015379,-0.140460089,0.421723729,1
20896,34.049898,1807,53.06917513,4828,141.7919079,145520.371,381.4713239,228.7931034,76.0,68,1.201608828,0.421507708,1.667320029,191.1017941,13.82395725,8.682446414,0.06994,0.0,1.86903929,0.628072429,1.592173057,5.97e-05,0.007729653,0.010926,2.2e-05,1.410671264,0.707455011,1
8773,33.616816,1807,53.75285988,4896,145.6413957,141502.7789,376.1685512,223.4333333,76.0,68,1.175802705,0.413201297,1.683582953,182.2812192,13.50115622,8.2430986,0.0625605,0.0,1.817741674,0.610547606,1.63787392,5.25e-05,0.007244477,0.010290444,3.5e-05,1.415622567,0.704000353,1
7106,64.613447,86630,1340.742586,131999,2042.902927,13682.01074,116.9701276,131.1511698,93.0,85,0.978484949,0.39455518,0.891872545,493.8462884,22.2226526,28.9043742,20.740613,0.0,1.102086418,1.300671649,0.768833549,5.49891e-05,0.007415461,0.011743086,0.015152,-0.459703623,0.631474679,0
17016,177.001284,618,3.491500096,381,2.152526758,351.9669421,18.76078202,90.81818182,105.0,105,-2.267786838,-0.755928946,0.206575177,3451.504742,58.74950844,64.37790936,59.015906,0.0,0.273806718,1.095803371,0.912572481,1.26e-09,3.55622e-05,0.015487,0.01544,1.321629798,0.002296258,0
20870,120.667935,55285,458.1581677,177099,1467.655844,124550.4375,352.9170405,329.1558074,180.0,68,1.267911069,0.739992059,1.072188406,1231.707872,35.09569592,60.52269183,60.637382,0.0,-0.00980378,1.724504679,0.579876652,0.01833688,0.135413736,0.076681397,0.026597,0.369862013,1.765926829,1
14794,15.118991,112,7.407901757,124,8.201605517,9.0,3.0,59.0,59.0,56,0.0,1.0,0.050847458,57.03277527,7.552004719,7.5595145,7.5595335,0.0,-7.55e-06,1.000994409,0.999006579,1.44e-09,3.8e-05,0.014989,0.014951,1.0,0.002535192,1
16842,34.171922,1807,52.87967121,4895,143.2462593,269894.64,519.5138497,223.4,76.0,68,0.851180388,0.299125808,2.325487241,187.3853319,13.68887621,8.4723048,0.1681145,0.0,1.819913521,0.618918943,1.61572046,0.000425584,0.020629696,0.02601175,1e-05,1.260403964,0.793091411,1
18266,120.697415,91817,760.7205175,36915,305.8474782,50157.68043,223.9591044,170.5059603,87.0,56,1.118587617,0.511280667,1.313497217,1201.258568,34.65917725,61.2023155,61.821599,0.0,-0.053603422,1.765832901,0.566305,0.210516886,0.458821192,0.317097716,2e-06,0.691109568,1.446939441,1
11403,81.352912,62469,767.8766311,61793,759.567156,9040.400502,95.08102072,142.3390607,123.0,66,0.610186783,0.80288432,0.66798966,193.5143827,13.91094471,28.52282726,28.991796,0.0,-0.101136641,2.050387509,0.487712686,4.645415086,2.155322502,0.184251156,0.015636,0.078231984,11.69774207,0
14455,33.509616,4426,132.0814897,7122,212.5360076,94031.4898,306.6455442,206.2142857,149.5,68,0.554851881,0.450729803,1.487023768,107.7396541,10.37977139,5.351993946,0.0908055,0.0,1.520608185,0.515617709,1.939421362,0.000148532,0.012187362,0.0093052,3.6e-05,0.760558348,1.309736719,1
7096,90.242352,28041,310.7299331,43559,482.6891037,34430.475,185.5545068,179.0,180.0,68,-0.016167756,0.598206974,1.036617357,551.8432771,23.49134473,34.62420981,37.337922,0.0,-0.346558985,1.473913486,0.678465873,7.75e-05,0.008804888,0.016805825,0.015383,0.161594854,0.523918823,1
23514,95.203526,58678,616.3427182,72103,757.356403,13692.16991,117.0135459,143.8734873,89.0,60,1.406849616,0.716784426,0.813308609,1074.705255,32.78269749,37.36302117,28.85521,0.40157,0.778564165,1.127468268,0.877410243,0.000125097,0.011184663,0.012831084,0.015164,-0.208581666,0.871684951,0
10719,33.375689,1740,52.1337552,4828,144.6561897,311725.8878,558.324178,234.5714286,76.0,68,0.852039558,0.298341779,2.380188335,187.3681773,13.68824961,8.741118143,0.063982,0.0,1.901733909,0.638585531,1.565960943,4.91e-05,0.007006981,0.012120875,9e-06,1.728544095,0.578091981,1
479,177.001331,315,1.779647634,618,3.491499168,319.41,17.87204521,93.3,105.0,105,-1.963961012,-0.654653671,0.191554611,3341.498129,57.80569287,70.8136375,59.0225645,0.0,0.611933137,1.225028781,0.816307351,5e-11,7.07107e-06,2.4e-05,1.9e-05,0.707106781,0.294627825,0
21328,74.220329,669,9.013702971,636,8.569080851,130.25,11.41271221,72.5,68.0,68,1.182891477,0.394297159,0.15741672,610.0525825,24.69924255,53.875219,67.304892,0.0,-1.631184394,2.181249846,0.458452754,55.67340807,7.461461524,8.615767286,5e-06,1.154701697,0.866024032,1
21914,13.809875,42534,3079.969949,62019,4490.916826,13430.75179,115.8911204,155.8166915,123.0,66,0.849504899,0.77500926,0.743765763,8.894075094,2.982293596,4.029310325,4.314563,0.0,-0.286946271,1.351077684,0.740149891,0.000345124,0.018577514,0.012625414,6e-06,0.679284327,1.471437995,0
9757,34.083076,1806,52.98817513,4829,141.6832213,278336.5089,527.5760693,228.7931034,76.0,68,0.868840224,0.304777098,2.305908969,191.4816789,13.83769052,8.689699621,0.063068,0.0,1.870246688,0.62797326,1.592424494,5.51e-05,0.007424454,0.010687111,1.2e-05,1.437831064,0.694711067,1
59,34.044783,1739,51.07977924,4828,141.8132111,311730.3202,558.3281474,234.5357143,76.0,68,0.851841601,0.298275692,2.380567706,194.1132915,13.93245461,9.018085071,0.1531875,0.0,1.908830386,0.647271807,1.544946017,0.000311985,0.01766311,0.029876571,0.000162,1.6822956,0.591202694,1
9754,74.370275,669,8.995529464,568,7.637459993,136.650519,11.68976129,72.76470588,68.0,68,1.222789524,0.407596508,0.160651529,623.3007362,24.96599159,52.74996329,60.415966,0.0,-0.92117343,2.112872749,0.473289269,55.67199238,7.461366657,8.615695429,3e-06,1.154707016,0.866020244,1
9870,141.340743,49525,350.3943658,53819,380.7748485,8479.832552,92.08600628,138.1604278,114.0,54,0.787104212,0.913932868,0.666515063,1173.086923,34.25035654,48.05399266,39.7837295,6.284607,0.724395071,1.219531412,0.712747363,0.005621639,0.074977587,0.041095802,0.026951,0.188653742,1.824458532,0
